quantile,value,type,location,target,forecast_date,target_end_date
0.010,3225,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.025,3405,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.050,3610,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.100,3956,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.150,4146,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.200,4290,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.250,4426,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.300,4549,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.350,4639,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.400,4742,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.450,4866,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.500,4978,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
NA,4978,point,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.550,5065,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.600,5199,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.650,5324,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.700,5475,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.750,5647,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.800,5818,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.850,6008,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.900,6333,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.950,6788,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.975,7165,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.990,7564,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.010,3101,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.025,3430,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.050,3682,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.100,4080,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.150,4323,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.200,4527,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.250,4742,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.300,4980,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.350,5189,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.400,5353,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.450,5554,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.500,5790,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
NA,5790,point,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.550,5951,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.600,6189,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.650,6426,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.700,6666,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.750,6932,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.800,7295,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.850,7621,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.900,8114,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.950,8867,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.975,9689,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.990,10824,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.010,2913,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.025,3243,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.050,3646,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.100,4056,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.150,4412,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.200,4719,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.250,5114,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.300,5484,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.350,5850,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.400,6212,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.450,6566,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.500,6978,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
NA,6978,point,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.550,7366,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.600,7818,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.650,8285,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.700,8743,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.750,9282,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.800,9950,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.850,10745,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.900,11488,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.950,12687,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.975,14473,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.990,16128,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.010,2609,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.025,2893,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.050,3339,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.100,3947,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.150,4532,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.200,5141,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.250,5540,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.300,6008,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.350,6664,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.400,7160,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.450,7939,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.500,8476,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
