quantile,value,type,location,target,forecast_date,target_end_date
0.010,3126,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.025,3380,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.050,3555,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.100,3828,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.150,3965,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.200,4085,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.250,4195,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.300,4314,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.350,4434,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.400,4541,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.450,4637,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.500,4722,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
NA,4722,point,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.550,4833,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.600,4926,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.650,5035,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.700,5165,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.750,5293,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.800,5428,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.850,5604,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.900,5801,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.950,6071,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.975,6380,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.990,6851,quantile,US,1 wk ahead inc death,2020-06-14,2020-06-20
0.010,2625,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.025,2793,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.050,2958,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.100,3222,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.150,3392,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.200,3572,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.250,3715,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.300,3843,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.350,3968,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.400,4094,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.450,4197,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.500,4342,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
NA,4342,point,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.550,4479,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.600,4605,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.650,4729,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.700,4902,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.750,5064,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.800,5261,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.850,5494,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.900,5863,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.950,6412,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.975,6793,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.990,7142,quantile,US,2 wk ahead inc death,2020-06-14,2020-06-27
0.010,1998,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.025,2212,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.050,2416,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.100,2679,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.150,2878,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.200,3067,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.250,3195,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.300,3338,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.350,3509,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.400,3681,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.450,3862,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
0.500,4046,quantile,US,3 wk ahead inc death,2020-06-14,2020-07-04
NA,4046,point,US,3 wk ahead inc death,2020-06-14,2020-07-04
