quantile,value,type,location,target,forecast_date,target_end_date
0.010,4534,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.025,4859,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.050,5069,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.100,5477,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.150,5775,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.200,5950,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.250,6088,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.300,6291,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.350,6437,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.400,6565,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.450,6707,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.500,6880,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
NA,6880,point,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.550,7047,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.600,7242,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.650,7399,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.700,7636,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.750,7784,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.800,8031,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.850,8287,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.900,8644,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.950,9224,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.975,9646,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.990,10380,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.010,3047,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.025,3356,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.050,3715,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.100,4173,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.150,4463,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.200,4750,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.250,4926,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.300,5114,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.350,5317,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.400,5466,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
